rank,island_id,faces,summed_uv_area,min_u,min_v,max_u,max_v
511,384,835,8.07642936706543e-05,0.806884765625,0.976806640625,0.821044921875,0.99462890625
512,188,833,0.00014665722846984863,0.022705078125,0.73388671875,0.04541015625,0.743408203125
513,1088,833,0.0001245439052581787,0.038818359375,0.0634765625,0.046630859375,0.090087890625
514,82,832,4.32431697845459e-05,0.9736328125,0.007080078125,0.990966796875,0.01123046875
515,946,831,0.00031942129135131836,0.919189453125,0.853759765625,0.94873046875,0.8828125
516,368,829,0.0002708137035369873,0.50048828125,0.95751953125,0.532958984375,0.976318359375
517,559,825,0.00011086463928222656,0.270751953125,0.015380859375,0.28271484375,0.035400390625
518,474,820,0.0001957416534423828,0.076904296875,0.773193359375,0.10009765625,0.8037109375
519,1005,819,0.00017470121383666992,0.94970703125,0.01025390625,0.968994140625,0.0283203125
520,668,817,0.00016477704048156738,0.602783203125,0.017578125,0.6220703125,0.0322265625
521,400,814,0.0001493692398071289,0.931884765625,0.9521484375,0.944091796875,0.978515625
522,336,810,7.969141006469727e-05,0.863037109375,0.90185546875,0.867431640625,0.9345703125
523,961,810,0.00021132826805114746,0.41650390625,0.953369140625,0.445068359375,0.973388671875
524,575,809,0.0005424022674560547,0.8994140625,0.948486328125,0.927734375,0.97607421875
525,281,808,0.00013884902000427246,0.782470703125,0.93212890625,0.801513671875,0.9560546875
526,447,807,0.0001550912857055664,0.01123046875,0.931884765625,0.024169921875,0.9501953125
527,568,806,0.0005063414573669434,0.202392578125,0.748779296875,0.227783203125,0.8046875
528,406,805,0.00014632940292358398,0.047119140625,0.119384765625,0.071044921875,0.139892578125
529,892,801,0.00017264485359191895,0.014404296875,0.462158203125,0.0283203125,0.48388671875
530,1032,796,0.00015982985496520996,0.547607421875,0.021240234375,0.568359375,0.03466796875
531,934,795,0.00010481476783752441,0.222900390625,0.96240234375,0.2490234375,0.9755859375
532,796,791,0.00010785460472106934,0.015625,0.6044921875,0.028076171875,0.62451171875
533,460,790,0.00011819601058959961,0.00341796875,0.818115234375,0.017822265625,0.829833984375
534,799,790,0.00010094046592712402,0.01220703125,0.662353515625,0.029541015625,0.678466796875
535,767,788,0.00015115737915039062,0.1904296875,0.02490234375,0.21142578125,0.0361328125
536,1067,788,0.00013744831085205078,0.88623046875,0.954345703125,0.89501953125,0.9794921875
537,1052,782,9.587407112121582e-05,0.004150390625,0.244140625,0.019287109375,0.253173828125
538,552,781,9.66489315032959e-05,0.3544921875,0.018798828125,0.373046875,0.0341796875
